module,file,line_number,line_content
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.fct/temp.func.order/p6.cpp,122,// FIXME: enable once Clang support non-trivial auto on NTTP.
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.fct/temp.func.order/p6.cpp,130,// FIXME: enable once Clang support non-trivial auto on NTTP.
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/deduction.cpp,24,// FIXME: Extension of explicitly-specified arguments
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p4.cpp,22,// FIXME: Several more bullets to go
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p4.cpp,240,// FIXME: We do not support any such attributes yet.
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p4.cpp,291,// FIXME: Move this test into 'f' above once we support this.
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p5.cpp,47,// FIXME: ComplexType is uninteresting?
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p5.cpp,133,// FIXME: Test for unexpanded parameter packs in each of the expression nodes.
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p5.cpp,152,// FIXME: continue this...
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p5.cpp,167,"// FIXME: this should test that the diagnostic reads ""type contains..."""
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p5.cpp,231,// FIXME: Test for unexpanded parameter packs in each of the statements.
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p5.cpp,340,"// FIXME: There's an evil ambiguity here, because we don't know if"
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/p5.cpp,357,// FIXME: Objective-C expressions will need to go elsewhere
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.variadic/fixed-expansion.cpp,133,"// FIXME: We should still record the alias template, but mark it as invalid."
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.class.spec/p8-1y.cpp,24,// FIXME: It would be preferable to only diagnose this once.
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.class.spec/temp.class.spec.mfunc/p1-neg.cpp,18,// FIXME: We should produce diagnostics pointing out the
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.friend/p5.cpp,38,// FIXME: these should fail!
clang,./llvm-project/clang/test/CXX/temp/temp.decls/temp.alias/p3.cpp,16,"// FIXME: This is illegal, but probably only because CWG1044 missed this paragraph."
clang,./llvm-project/clang/test/CXX/temp/temp.pre/p6.cpp,42,// FIXME: Should these really be valid?
clang,./llvm-project/clang/test/CXX/temp/temp.pre/p6.cpp,77,// FIXME: Our recovery from the invalid definitions above isn't very good.
clang,./llvm-project/clang/test/CXX/temp/temp.pre/p6.cpp,84,// FIXME: Should these really be valid?
clang,./llvm-project/clang/test/CXX/temp/temp.constr/temp.constr.decl/p3.cpp,17,// TODO: Concepts: Uncomment trailing requires clauses here when we have correct substitution.
clang,./llvm-project/clang/test/CXX/temp/temp.spec/part.spec.cpp,12,// TODO: add test cases for `enum`
clang,./llvm-project/clang/test/CXX/temp/temp.spec/func.spec.cpp,65,// FIXME: Instantiations inside class declaration.
clang,./llvm-project/clang/test/CXX/temp/temp.spec/temp.expl.spec/p18.cpp,19,// FIXME: This diagnostic could probably be better.
clang,./llvm-project/clang/test/CXX/temp/temp.spec/temp.expl.spec/p12.cpp,30,// FIXME: It's unclear whether [temp.expl.spec]p12 is intended to apply to
clang,./llvm-project/clang/test/CXX/temp/temp.spec/temp.expl.spec/p16.cpp,123,// FIXME: We should diagnose this as having an extraneous 'template<>'
clang,./llvm-project/clang/test/CXX/temp/temp.spec/temp.expl.spec/p16.cpp,128,// FIXME: We should diagnose this as having an extraneous 'template<>'
clang,./llvm-project/clang/test/CXX/temp/temp.spec/temp.inst/p1.cpp,7,// FIXME: Many omitted cases
clang,./llvm-project/clang/test/CXX/temp/temp.spec/temp.inst/p1.cpp,112,// FIXME:
clang,./llvm-project/clang/test/CXX/temp/temp.spec/temp.explicit/p5.cpp,16,// FIXME: This example from the standard is wrong; note posted to CWG reflector
clang,./llvm-project/clang/test/CXX/temp/temp.spec/temp.explicit/p12.cpp,22,"// FIXME: this ought to be an error, but it isn't because Sema is"
clang,./llvm-project/clang/test/CXX/temp/temp.param/p2.cpp,51,// FIXME: add the example from p2
clang,./llvm-project/clang/test/CXX/temp/temp.param/p15-cxx0x.cpp,8,Y<1 >> 2> *y2; // FIXME: expected-error{{expected unqualified-id}}
clang,./llvm-project/clang/test/CXX/temp/temp.param/p15-cxx0x.cpp,98,// FIXME: Desguar the types on the RHS in this diagnostic.
clang,./llvm-project/clang/test/CXX/temp/temp.param/p15-cxx0x.cpp,105,// FIXME: Desguar the types on the RHS in this diagnostic.
clang,./llvm-project/clang/test/CXX/temp/temp.param/p15-cxx0x.cpp,116,// FIXME: We should accept this code. A parameter pack within a default argument
clang,./llvm-project/clang/test/CXX/temp/temp.param/p15-cxx0x.cpp,131,// FIXME:
clang,./llvm-project/clang/test/CXX/temp/temp.param/p13.cpp,10,// FIXME: template<class T> void f(T* p = new T);
clang,./llvm-project/clang/test/CXX/temp/temp.param/p10-2a.cpp,129,// FIXME: This crashes with -std=c++2c
clang,./llvm-project/clang/test/CXX/temp/concept/p4.cpp,6,// TODO: Add test for other kinds of associated constraints once we have them.
clang,./llvm-project/clang/test/CXX/temp/temp.deduct.guide/p1.cpp,18,#ifdef CLASS // FIXME: These diagnostics are both pretty bad.
clang,./llvm-project/clang/test/CXX/temp/temp.deduct.guide/p1.cpp,39,#ifdef CLASS // FIXME: These diagnostics are both pretty bad.
clang,./llvm-project/clang/test/CXX/temp/temp.deduct.guide/p3.cpp,14,"A() -> A<float>; // FIXME: ""functions"" is a poor term. expected-error {{functions that differ only in their return type cannot be overloaded}}"
clang,./llvm-project/clang/test/CXX/temp/temp.deduct.guide/p3.cpp,25,// FIXME: expected-error@-1 {{declarator requires an identifier}}
clang,./llvm-project/clang/test/CXX/temp/temp.deduct.guide/p3.cpp,31,// FIXME: Should only diagnose this once!
clang,./llvm-project/clang/test/CXX/temp/temp.res/p3.cpp,19,// FIXME: Should these cases really be valid? There doesn't appear to be a rule prohibiting them...
clang,./llvm-project/clang/test/CXX/temp/temp.res/p4.cpp,197,// FIXME: We miss diagnosing the default argument instantiation failure
clang,./llvm-project/clang/test/CXX/temp/temp.res/temp.dep/p3.cpp,65,// FIXME: Reject this prior to instantiation; f() is known to return int.
clang,./llvm-project/clang/test/CXX/temp/temp.res/temp.dep/temp.dep.type/p4.cpp,408,// FIXME: None of these should require 'template'!
clang,./llvm-project/clang/test/CXX/temp/temp.res/temp.dep/temp.dep.type/p4.cpp,543,"// FIXME: 'U' should be a dependent name, and its lookup context should be 'a.operator->()'!"
clang,./llvm-project/clang/test/CXX/temp/temp.res/temp.local/p1.cpp,70,// FIXME: Test this clause.
clang,./llvm-project/clang/test/CXX/temp/temp.res/temp.local/p6.cpp,59,// FIXME: These diagnostics are poorly worded. Lookup for the elaborated type
clang,./llvm-project/clang/test/CXX/temp/temp.names/p5.cpp,5,// FIXME: The standard does not seem to consider non-friend elaborated-type-specifiers that
clang,./llvm-project/clang/test/CXX/temp/temp.names/p5.cpp,191,// FIXME: We don't call Sema::diagnoseQualifiedDeclaration for friend declarations right now
clang,./llvm-project/clang/test/CXX/temp/temp.names/p5.cpp,194,// FIXME: f should be assumed to name a template per [temp.names] p3.4
clang,./llvm-project/clang/test/CXX/temp/temp.names/p5.cpp,199,// FIXME: We should diagnose the presence of 'template' here
clang,./llvm-project/clang/test/CXX/temp/temp.arg/temp.arg.template/p3-2a.cpp,60,// FIXME: Wait the standard to clarify the intent.
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.conv/p2.cpp,4,// FIXME: [temp.deduct.conv]p2 bullets 1 and 2 can't actually happen without
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.conv/p4.cpp,28,// FIXME: This is wrong; we are supposed to deduce 'T = int' here.
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.conv/p4.cpp,61,// FIXME: This is wrong: we should deduce T = 'float'
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.conv/p5.cpp,33,// FIXME: This seems like a defect.
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.conv/p5.cpp,34,// FIXME: We don't actually implement the final check for equal types at all!
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.conv/p5.cpp,52,// FIXME: We reject this for entirely the wrong reason. We incorrectly succeed
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.call/p4.cpp,40,// case. FIXME: Check this should be accepted once the DR is resolved.
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.call/p4.cpp,56,// FIXME: Check that the defect is resolved as we expect.
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.call/p1-0x.cpp,88,"// FIXME: Should the ""original argument type must match deduced parameter"
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.type/p9-0x.cpp,42,"// FIXME: It's not clear that this difference is intended, but the wording is"
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.type/p9-0x.cpp,48,"template<typename ...T, typename U> void f2(X<T..., U>); // FIXME: ill-formed, U is not deducible"
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.type/p9-0x.cpp,68,"// FIXME: T is not deducible here, due to [temp.deduct.call]p1:"
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.type/p9-0x.cpp,84,// FIXME: Would like to have unsigned_tuple<Bounds...> here.
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.type/p5-0x.cpp,3,// FIXME: More bullets to go!
clang,./llvm-project/clang/test/CXX/temp/temp.fct.spec/temp.deduct/temp.deduct.type/p5-0x.cpp,53,"// FIXME: We shouldn't say ""substitution failure: "" here."
clang,./llvm-project/clang/test/CXX/lex/lex.pptoken/p3-2a.cpp,30,// FIXME: We do not form header-name tokens in the pp-import-suffix of a
clang,./llvm-project/clang/test/CXX/lex/lex.pptoken/p3-2a.cpp,33,// FIXME: import <foo  bar> {} import <foo  bar>;
clang,./llvm-project/clang/test/CXX/lex/lex.literal/lex.ext/p2.cpp,5,// FIXME: These diagnostics should say 'size_t' instead of 'unsigned long'
clang,./llvm-project/clang/test/CXX/lex/lex.literal/lex.ext/p5.cpp,48,// FIXME: It'd be useful to explain what candidates were found and why they didn't work.
clang,./llvm-project/clang/test/CXX/except/except.spec/p3.cpp,114,// FIXME: The missing exception specification that we report here doesn't make
clang,./llvm-project/clang/test/CXX/except/except.spec/p2-places.cpp,40,"// FIXME: Missing a lot of negative tests, primarily type-ids in various places"
clang,./llvm-project/clang/test/CXX/except/except.spec/p14-ir.cpp,64,//   FIXME: check that this is the end of the line here:
clang,./llvm-project/clang/test/CXX/except/except.spec/p14-ir.cpp,75,//   FIXME: and here:
clang,./llvm-project/clang/test/CXX/except/except.spec/p13.cpp,64,// FIXME: Exception specification is currently set to EST_None if instantiation fails.
clang,./llvm-project/clang/test/CXX/except/except.spec/p13-friend.cpp,22,// FIXME: This error is emitted if no other errors occured (i.e. Sema::hasUncompilableErrorOccurred() is false).
clang,./llvm-project/clang/test/CXX/except/except.spec/p14.cpp,38,// FIXME: the exception specification on the default constructor is wrong:
clang,./llvm-project/clang/test/CXX/module/dcl.dcl/dcl.module/p2.cpp,6,// FIXME: How do we ensure there is not more than one?
clang,./llvm-project/clang/test/CXX/module/module.reach/ex1.cpp,42,// FIXME: We should emit an error for unreachable definition of B.
clang,./llvm-project/clang/test/CXX/basic/basic.types/p10.cpp,174,// FIXME: Is this really the right behavior? We presumably should be checking
clang,./llvm-project/clang/test/CXX/basic/basic.def.odr/p2.cpp,39,// FIXME: How to test this?
clang,./llvm-project/clang/test/CXX/basic/basic.def.odr/p2.cpp,60,// FIXME: This is not an odr-use because it is a discarded-value
clang,./llvm-project/clang/test/CXX/basic/basic.def.odr/p2.cpp,73,// FIXME: Test that this behaves properly.
clang,./llvm-project/clang/test/CXX/basic/basic.def.odr/p2-typeid.cpp,9,"// FIXME: This should really include <typeinfo>, but we don't have that yet."
clang,./llvm-project/clang/test/CXX/basic/basic.scope/basic.scope.local/p2.cpp,50,"int b; // FIXME: this probably should be invalid, maybe"
clang,./llvm-project/clang/test/CXX/basic/basic.scope/basic.scope.local/p2.cpp,58,int b; // FIXME: decide whether this is valid
clang,./llvm-project/clang/test/CXX/basic/basic.scope/basic.scope.namespace/p2.cpp,16,// FIXME: The following need to be moved to a header file. The global module
clang,./llvm-project/clang/test/CXX/basic/basic.scope/basic.scope.namespace/p2.cpp,41,// FIXME: We need better diagnostic message for static variable.
clang,./llvm-project/clang/test/CXX/basic/basic.scope/basic.scope.namespace/p2.cpp,81,// FIXME: We need better diagnostic message for static variable.
clang,./llvm-project/clang/test/CXX/basic/basic.scope/basic.scope.namespace/p2.cpp,106,// FIXME: should not be visible here
clang,./llvm-project/clang/test/CXX/basic/basic.lookup/basic.lookup.qual/class.qual/p2.cpp,140,"// FIXME: EDG and GCC reject this too, but it's not clear why it would be"
clang,./llvm-project/clang/test/CXX/basic/basic.lookup/basic.lookup.qual/class.qual/p2.cpp,197,// FIXME: Consider reusing the same diagnostic between dependent and non-dependent contexts
clang,./llvm-project/clang/test/CXX/basic/basic.lookup/basic.lookup.qual/class.qual/p2.cpp,211,"// FIXME: Once CWG 2070 is resolved, check whether this case should be"
clang,./llvm-project/clang/test/CXX/basic/basic.lookup/basic.lookup.argdep/p3.cpp,3,// FIXME: embellish
clang,./llvm-project/clang/test/CXX/basic/basic.lookup/basic.lookup.argdep/p4.cpp,41,"// FIXME: namespace-aware typo correction causes an extra, misleading"
clang,./llvm-project/clang/test/CXX/basic/basic.lookup/basic.lookup.argdep/p2-associated-namespaces-classes.cpp,333,"static_assert(f(g2<N::S>) == 3, """");  // FIXME: Well-formed from the template-id rule above."
clang,./llvm-project/clang/test/CXX/basic/basic.lookup/basic.lookup.argdep/p2-associated-namespaces-classes.cpp,341,"static_assert(f(g3) == 4, """");        // FIXME: Also well-formed from the union rule."
clang,./llvm-project/clang/test/CXX/basic/basic.link/p6.cpp,37,"// FIXME: This is not a redeclaration of the prior entity, because"
clang,./llvm-project/clang/test/CXX/basic/basic.link/p9.cpp,3,// FIXME: This test is woefully incomplete.
clang,./llvm-project/clang/test/CXX/over/over.built/p16.cpp,70,// FIXME: This is wrong: the type T = 'const volatile int * const * const *'
clang,./llvm-project/clang/test/CXX/over/over.built/p17.cpp,70,// FIXME: This is wrong: type T = 'const volatile int * const A::* const B::*'
clang,./llvm-project/clang/test/CXX/over/over.match/over.match.best/p1.cpp,26,// FIXME: The standard's example is wrong; we add a remove_ref<...> here to
clang,./llvm-project/clang/test/CXX/over/over.match/over.match.best/p1.cpp,39,// FIXME: Initialization by user-defined conversion is tested elsewhere
clang,./llvm-project/clang/test/CXX/over/over.match/over.match.best/over.ics.rank/p3-0x.cpp,19,// FIXME: We don't support ref-qualifiers yet.
clang,./llvm-project/clang/test/CXX/over/over.match/over.match.funcs/over.match.class.deduct/p3.cpp,18,"// FIXME: The standard gives an incorrect explanation for why a5, a7, and a8 are ill-formed."
clang,./llvm-project/clang/test/CXX/over/over.match/over.match.funcs/over.match.oper/p8-2a.cpp,4,// FIXME: Remove once we implement P1816R0.
clang,./llvm-project/clang/test/CXX/over/over.oper/over.literal/p5.cpp,11,// FIXME: It's not entirely clear whether this is intended to be legal.
clang,./llvm-project/clang/test/CXX/expr/expr.prim/expr.prim.req/simple-requirement.cpp,237,// FIXME: Propagate diagnostic.
clang,./llvm-project/clang/test/CXX/expr/expr.prim/expr.prim.req/nested-requirement.cpp,112,// FIXME: 'int' does not satisfy 'HasNoValue' currently since `!True<decltype(x.value)>` is an invalid expression.
clang,./llvm-project/clang/test/CXX/expr/expr.prim/expr.prim.general/p3-0x.cpp,111,// FIXME: This should be accepted.
clang,./llvm-project/clang/test/CXX/expr/expr.prim/expr.prim.lambda/p5-generic-lambda-1y.cpp,49,// FIXME: This test should eventually compile without an explicit trailing return type
clang,./llvm-project/clang/test/CXX/expr/expr.prim/expr.prim.lambda/p4-cxx14.cpp,69,// FIXME: this test causes a recursive limit - need to error more gracefully.
clang,./llvm-project/clang/test/CXX/expr/expr.prim/expr.prim.lambda/p5.cpp,8,// FIXME: GCC accepts the [[gnu::noreturn]] attribute here.
clang,./llvm-project/clang/test/CXX/expr/expr.prim/expr.prim.lambda/p2-generic-lambda-1y.cpp,18,// FIXME: this should only emit one error.
clang,./llvm-project/clang/test/CXX/expr/expr.prim/expr.prim.lambda/templates.cpp,5,// FIXME: GCC accepts [[gnu::noreturn]] here.
clang,./llvm-project/clang/test/CXX/expr/expr.const/p3-0x.cpp,80,"// FIXME: Per core issue 1407, this is not correct."
clang,./llvm-project/clang/test/CXX/expr/expr.arith.conv/p2.cpp,46,void(d = e1); // FIXME: Should we warn on this?
clang,./llvm-project/clang/test/CXX/expr/expr.unary/expr.new/p20.cpp,127,"// FIXME: Is this within the standard? Seems fishy, but both EDG+GCC do it."
clang,./llvm-project/clang/test/CXX/expr/expr.unary/expr.unary.op/p4.cpp,39,"// FIXME: The error message in this case is less than clear, we can do"
clang,./llvm-project/clang/test/CXX/expr/expr.unary/expr.unary.op/p4.cpp,52,// FIXME: provide better error messages
clang,./llvm-project/clang/test/CXX/expr/expr.post/expr.static.cast/p7.cpp,7,// FIXME: This seems like a bad rule.
clang,./llvm-project/clang/test/CXX/conv/conv.fctptr/p1.cpp,20,// FIXME: This seems like a defect.
clang,./llvm-project/clang/test/CXX/conv/conv.prom/p4.cpp,18,// FIXME: DR1407 will make this ill-formed
clang,./llvm-project/clang/test/CXX/conv/conv.prom/p4.cpp,26,// FIXME: DR1407 will make this ill-formed
clang,./llvm-project/clang/test/CXX/special/class.init/class.inhctor.init/p1.cpp,139,"// FIXME: Once a fix is standardized, implement it."
clang,./llvm-project/clang/test/CXX/special/class.ctor/p6-0x.cpp,99,// FIXME: We implement a speculative wording fix here: if a class inherits a
clang,./llvm-project/clang/test/CXX/special/class.ctor/p5-0x.cpp,183,// FIXME: No core issue number yet.
clang,./llvm-project/clang/test/CXX/special/class.dtor/p9.cpp,62,"// FIXME: The standard doesn't say this is ill-formed, but presumably either"
clang,./llvm-project/clang/test/CXX/special/class.inhctor/p2.cpp,74,// FIXME: This diagnostic is not very good. We should explain that the problem is that base class NonConstexpr cannot be initialized.
clang,./llvm-project/clang/test/CXX/special/class.inhctor/p2.cpp,129,"// FIXME: The standard says that UsingTemplateCtors' (int, int, int) constructor"
clang,./llvm-project/clang/test/CXX/special/class.copy/p11.0x.move.cpp,72,// FIXME: This diagnostic is slightly wrong: the constructor we select to move
clang,./llvm-project/clang/test/CXX/special/class.copy/p11.0x.move.cpp,88,// FIXME: This diagnostic is slightly wrong: the constructor we select to move
clang,./llvm-project/clang/test/CXX/special/class.copy/implicit-move-def.cpp,1,// FIXME: %clang_cc1 -emit-llvm -triple %itanium_abi_triple -o - -std=c++11 %s | FileCheck %s
clang,./llvm-project/clang/test/CXX/special/class.copy/p11.0x.copy.cpp,131,// FIXME: The error on the class-name is attached to the location of the
clang,./llvm-project/clang/test/CXX/special/class.copy/implicit-move.cpp,125,// FIXME: How to test the union thing?
clang,./llvm-project/clang/test/CXX/dcl.dcl/basic.namespace/namespace.udecl/p4.cpp,139,// FIXME: re-enable these when the various bugs involving tags are fixed
clang,./llvm-project/clang/test/CXX/dcl.dcl/basic.namespace/namespace.udecl/p11.cpp,13,// FIXME: DR565 introduces parallel wording here for function templates.
clang,./llvm-project/clang/test/CXX/dcl.dcl/basic.namespace/namespace.udecl/p11.cpp,74,"// FIXME: we should be able to diagnose both of these, but we can't."
clang,./llvm-project/clang/test/CXX/dcl.dcl/basic.namespace/namespace.udecl/p8-cxx0x.cpp,193,// FIXME: This is the wrong error: we should complain that a member type
clang,./llvm-project/clang/test/CXX/dcl.dcl/basic.namespace/namespace.def/p7.cpp,3,// FIXME: We should probably suppress the warning on reopening an inline
clang,./llvm-project/clang/test/CXX/dcl.dcl/basic.namespace/namespace.def/namespace.memdef/p3.cpp,68,// FIXME: Woefully inadequate for testing
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.typedef/p2-0x.cpp,138,// FIXME: we know we're parsing a type here; don't recover as if we were
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.fct.spec/p3.cpp,11,"// FIXME: Add test for ""If the inline specifier is used in a friend declaration,"
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.inline/p5.cpp,12,// FIXME: This is ill-formed per [dcl.inline]p5.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.spec.auto/p2.cpp,9,// FIXME: don't issue the second diagnostic for this.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.spec.auto/p3-generic-lambda-1y.cpp,3,//FIXME: These tests were written when return type deduction had not been implemented
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.spec.auto/p3-generic-lambda-1y.cpp,65,//FIXME: These diagnostics might need some work.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.spec.auto/p12-1y.cpp,8,// FIXME: We should be able to produce a 'missing typename' diagnostic here.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.spec.auto/p3-1y.cpp,4,// FIXME: This is in p11 (?) in C++1y.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.spec.auto/p3-1z.cpp,3,// FIXME: This is in p10 (?) in C++1z.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.type.elab/p1.cpp,14,"template<typename T> struct N::B<T*>; // FIXME: This is technically ill-formed, but that's not the intent."
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.type.elab/p1.cpp,24,"template<typename T> struct D::A<T*>; // FIXME: This is technically ill-formed, but that's not the intent."
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.type.elab/p2-0x.cpp,14,// FIXME: don't produce the diagnostic both for the definition and the instantiation.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.type/dcl.type.elab/p4.cpp,15,"// FIXME: Per [temp.expl.spec]p19, a friend declaration cannot be an explicit specialization"
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.constexpr/p1.cpp,161,// FIXME: We should diagnose this prior to C++17.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.constexpr/p6.cpp,56,// FIXME: This is ill-formed (no diagnostic required).
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.constexpr/p4.cpp,225,// FIXME: This is ill-formed (no diagnostic required). We should diagnose it.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.spec/dcl.constexpr/p4.cpp,365,constexpr int k = V<int>().x; // FIXME: ok?
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.attr/dcl.attr.depend/p1.cpp,7,[[carries_dependency]] void f1(); // FIXME: warn here
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.attr/dcl.attr.fallthrough/p1.cpp,30,"// FIXME: This should be an error, even though the next thing we do is to"
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.attr/dcl.attr.fallthrough/p1.cpp,59,// FIXME: This should be an error.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.attr/dcl.attr.grammar/p6.cpp,8,// FIXME: Produce a better diagnostic for this case.
clang,./llvm-project/clang/test/CXX/dcl.dcl/dcl.attr/dcl.align/p6.cpp,49,// FIXME: We should reject this.
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,105,"// FIXME: this is ill-formed, because A<T>::B::C does not end with a simple-template-id"
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,115,"// FIXME: 'f' is not a friend, so 'X::x' is not accessible"
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,170,"// FIXME: this is ill-formed, because A<T>::B::C does not end with a simple-template-id"
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,189,// FIXME: This diagnostic could be improved.
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,211,"// FIXME: As a resolution to an open DR against P0136R0, we disallow"
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,230,"// FIXME: As a resolution to an open DR against P0136R0, we disallow"
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,251,"// FIXME: both declarations are ill-formed, because A::f and A::g"
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,278,// FIXME: can we emit something nicer than that?
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,289,"// FIXME: According to CWG1968, both of these should be considered"
clang,./llvm-project/clang/test/CXX/drs/cwg19xx.cpp,309,"// FIXME: As a resolution to an open DR against P0136R1, we treat derived"
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,45,// FIXME: We are emitting a lot of bogus diagnostics here.
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,52,// FIXME: This shouldn't say (null).
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,66,// FIXME: We are emitting a bunch of bogus diagnostics for the next 3 lines.
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,179,// FIXME: This is valid.
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,245,// FIXME: The diagnostics here are not very good.
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,257,// FIXME: should this be available in c++98 mode?
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,304,// FIXME: dup cwg389
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,305,// FIXME: We don't have a diagnostic for a name with linkage
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,311,"void g(ps); // FIXME: ill-formed, type 'ps' has no linkage"
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,314,"enum { e2 } a2; // FIXME: ill-formed, enum type has no linkage"
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,324,extern A a; // FIXME: ill-formed
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,329,extern B b; // FIXME: ill-formed
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,395,"// FIXME: why don't we emit a note here, as for the rest of this type of diagnostic in this test?"
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,619,// FIXME: This diagnostic isn't very good.
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,632,// FIXME: The language rules here are completely broken. We cannot determine
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,720,// FIXME: dup 1710
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,724,"// FIXME: In these contexts, the 'template' keyword is optional."
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,792,// FIXME: This is valid.
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,803,// FIXME: This is invalid.
clang,./llvm-project/clang/test/CXX/drs/cwg3xx.cpp,953,// FIXME: Should we allow this in C++98 too?
